Name,Tags,Resource,ExportName,Width,Height,BlocksLineOfSight,FadeToTransparent,Effect,ShadowSize,ShadowBlur,ShadowAlpha,AnimationSound,ActiveEffect,ActiveEffectX,ActiveEffectY,Passable,RespawnDuration
shelter2_middle_canvas2,shelter canvas,graphics/decos/buildings/shelter.swf,shelter2_middle_canvas2,1,4,,TRUE,,-4,6,,,,,,,
shelter2_back_canvas2,shelter canvas,graphics/decos/buildings/shelter.swf,shelter2_back_canvas2,1,2,,TRUE,,-4,6,,,,,,,
hangar,buildind rebel camp,graphics/decos/rebel_camp/rebel_camp.swf,hangar,17,38,TRUE,TRUE,,5,,,,,,,,
shelter1_wall_front,shelter wall,graphics/decos/buildings/shelter.swf,shelter1_wall_front,1,1,,TRUE,,-4,6,,,,,,,
shelter1_wall_middle,shelter wall,graphics/decos/buildings/shelter.swf,shelter1_wall_middle,1,4,,TRUE,,-4,6,,,,,,,
shelter1_wall_back,shelter wall,graphics/decos/buildings/shelter.swf,shelter1_wall_back,1,2,,TRUE,,-4,6,,,,,,,
shelter2_wall_front,shelter wall,graphics/decos/buildings/shelter.swf,shelter2_wall_front,1,1,,TRUE,,-4,6,,,,,,,
shelter2_wall_middle,shelter wall,graphics/decos/buildings/shelter.swf,shelter2_wall_middle,1,4,,TRUE,,-4,6,,,,,,,
shelter2_wall_back,shelter wall,graphics/decos/buildings/shelter.swf,shelter2_wall_back,1,2,,TRUE,,-4,6,,,,,,,
bed,bed rebel camp,graphics/decos/rebel_camp/rebel_camp.swf,bed,2,4,,TRUE,,-2,3,,,,,,,
chair,chair rebel camp,graphics/decos/rebel_camp/rebel_camp.swf,chair,1,1,,TRUE,,,,,,,,,,
command_center,command rebel camp,graphics/decos/rebel_camp/rebel_camp.swf,command_center,7,7,,TRUE,,,,1,,,,,,
table,table rebel camp,graphics/decos/rebel_camp/rebel_camp.swf,table,2,3,,TRUE,,-1,6,,,,,,,
main_door_center,door rebel camp,graphics/decos/rebel_camp/rebel_camp.swf,main_door_center,1,1,,,,,,1,,,,,,
main_door_left,door rebel camp,graphics/decos/rebel_camp/rebel_camp.swf,main_door_left,7,5,,,,,,1,,,,,,
main_door_right,door rebel camp,graphics/decos/rebel_camp/rebel_camp.swf,main_door_right,8,5,,TRUE,,,,1,,,,,,
weapon_box2,weapon container,graphics/decos/items/weapons_containers.swf,weapon_box2,2,1,,,,1,,,,,,,,
medicine_box,medicine container,graphics/decos/items/weapons_containers.swf,medicine_box,2,1,,,,1,,,,,,,,
missile1,weapon,graphics/decos/items/weapons_containers.swf,missile1,3,1,,,,-2,,,,,,,TRUE,
missile1_2,weapon,graphics/decos/items/weapons_containers.swf,missile1_2,1,3,,,,-2,,,,,,,TRUE,
missile2,weapon,graphics/decos/items/weapons_containers.swf,missile2,3,1,,,,-2,,,,,,,TRUE,
missile_launcher1,weapon,graphics/decos/items/weapons_containers.swf,missile_launcher1,3,1,,,,-1,,,,,,,,
missile_launcher1_2,weapon,graphics/decos/items/weapons_containers.swf,missile_launcher1_2,1,3,,,,-1,,,,,,,,
missile_box1,weapon container,graphics/decos/items/weapons_containers.swf,missile_box1,2,3,,,,,,,,,,,,
missile_box1_2,weapon container,graphics/decos/items/weapons_containers.swf,missile_box1_2,2,3,,,,,,,,,,,,
missile_box2,weapon container,graphics/decos/items/weapons_containers.swf,missile_box2,2,3,,,,,,,,,,,,
missile_box2_2,weapon container,graphics/decos/items/weapons_containers.swf,missile_box2_2,2,3,,,,,,,,,,,,
generator_2_front,generator,graphics/decos/power_plant/power_plant.swf,generator_2_front,7,6,TRUE,TRUE,,2,9,,,,,,,
bar_stool,bar disco club,graphics/decos/night_club/night_club.swf,bar_stool,1,1,,,,-2,,1,,,,,,
bar_table_left,bar disco club,graphics/decos/night_club/night_club.swf,bar_table_left,2,2,,TRUE,,-2,2,,,,,,,
bar_table_middle,bar disco club,graphics/decos/night_club/night_club.swf,bar_table_middle,1,1,,TRUE,,,,,,,,,,
bar_table_right,bar disco club,graphics/decos/night_club/night_club.swf,bar_table_right,2,2,,TRUE,,-2,2,,,,,,,
chair_1,bar disco club chair,graphics/decos/night_club/night_club.swf,chair_1,1,1,,TRUE,,,,,,,,,,
chair_2,bar disco club chair,graphics/decos/night_club/night_club.swf,chair_2,1,1,,TRUE,,,,,,,,,,
chair_3,bar disco club chair,graphics/decos/night_club/night_club.swf,chair_3,1,1,,TRUE,,,,,,,,,,
chair_4,bar disco club chair,graphics/decos/night_club/night_club.swf,chair_4,1,1,,TRUE,,,,,,,,,,
chair_5,bar disco club chair,graphics/decos/night_club/night_club.swf,chair_5,1,1,,TRUE,,,,,,,,,,
club_table,bar disco club table,graphics/decos/night_club/night_club.swf,club_table,1,1,,TRUE,,,,,,,,,,
wall_left_door_left,bar disco club wall door,graphics/decos/night_club/night_club.swf,wall_left_door_left,1,2,,,,,,,,,,,,
wall_left_door_right,bar disco club wall door,graphics/decos/night_club/night_club.swf,wall_left_door_right,1,2,,,,,,,,,,,,
wall_left_tile,bar disco club wall,graphics/decos/night_club/night_club.swf,wall_left_tile,1,1,,,,,,,,,,,,
wall_right_corner_left,bar disco club corner,graphics/decos/night_club/night_club.swf,wall_right_corner_left,4,1,,,,,,,,,,,,
wall_right_corner_right,bar disco club corner,graphics/decos/night_club/night_club.swf,wall_right_corner_right,4,1,,,,,,,,,,,,
wall_right_door,bar disco club wall door,graphics/decos/night_club/night_club.swf,wall_right_door,4,1,,,,,,,,,,,,
wall_right_tile,bar disco club wall,graphics/decos/night_club/night_club.swf,wall_right_tile,1,1,,,,,,,,,,,,
wall_intro,wall high clean intro,graphics/decos/harbor/intro_walls.swf,wall_intro,2,3,TRUE,TRUE,,,,,,,,,,
wall_column_intro,wall high clean intro,graphics/decos/harbor/intro_walls.swf,wall_column_intro,2,1,TRUE,TRUE,,,,,,,,,,
wall_corner_intro_back,wall high clean intro,graphics/decos/harbor/intro_walls.swf,wall_corner_intro_back,2,1,TRUE,TRUE,,1,,,,,,,,
labycore_highrise_intro,building labycore intro,graphics/decos/buildings_modern/labycore_highrise1.swf,labycore_highrise_intro,15,13,TRUE,TRUE,,-2,3,,,,,,,
balloons_big2_w_grounder,parade intro,graphics/decos/harbor/parade_balloons_and_decor.swf,balloons_big2_w_grounder,1,1,TRUE,TRUE,,-2,,,,,,,,
balloons_small1_w_grounder,parade intro,graphics/decos/harbor/parade_balloons_and_decor.swf,balloons_small1_w_grounder,1,1,TRUE,TRUE,,-2,,,,,,,,
balloons_small2_w_grounder,parade intro,graphics/decos/harbor/parade_balloons_and_decor.swf,balloons_small2_w_grounder,1,1,TRUE,TRUE,,-2,,,,,,,,
fencepost1,parade intro,graphics/decos/harbor/parade_balloons_and_decor.swf,fencepost1,1,1,,,,-2,,,,,,,,
fencepost2,parade intro,graphics/decos/harbor/parade_balloons_and_decor.swf,fencepost2,1,1,,,,-2,,,,,,,,
fencepost3,parade intro,graphics/decos/harbor/parade_balloons_and_decor.swf,fencepost3,1,1,,,,-2,,,,,,,,
outfit_crate_1,outfit crate box intro,graphics/decos/items/cloth_crates.swf,outfit_crate_1,1,1,,,,1,,,,,,,,
outfit_crate_2,outfit crate box intro,graphics/decos/items/cloth_crates.swf,outfit_crate_2,1,1,,,,1,,,,,,,,
outfit_crate_3,outfit crate box intro,graphics/decos/items/cloth_crates.swf,outfit_crate_3,1,1,,,,1,,,,,,,,
fence_rounded,fence intro parade,graphics/decos/fences/parade_fences.swf,fence_rounded,4,1,,,,-2,8,,,,,,,
drugplant_bale,drug field farm,graphics/decos/plants/drugplant.swf,drugplant_bale,2,1,,,,1,,,,,,,,
turret_generator,turret generator,graphics/decos/high_tech/labycore_tech.swf,turret_generator,1,1,,,,,,,,,,,,
grass_dry_patch6,grass dry nature,graphics/ground_decos/nature_dry_grass.swf,grass_dry_patch6,1,1,,,,,,,,,,,,
grass_dry_patch7,grass dry nature,graphics/ground_decos/nature_dry_grass.swf,grass_dry_patch7,1,1,,,,,,,,,,,,
grass_dry_patch8,grass dry nature,graphics/ground_decos/nature_dry_grass.swf,grass_dry_patch8,1,1,,,,,,,,,,,,
vendor_shop1,street vendor shop stand,graphics/decos/vendor/street_vendors.swf,vendor_shop1,4,3,TRUE,TRUE,,-2,,,,,,,,
vendor_shop2,street vendor shop stand,graphics/decos/vendor/street_vendors.swf,vendor_shop2,4,3,TRUE,TRUE,,-2,,,,,,,,
vendor_shop3,street vendor shop stand,graphics/decos/vendor/street_vendors.swf,vendor_shop3,4,3,TRUE,TRUE,,-2,,,,,,,,
sign_goods1,street vendor sign,graphics/decos/vendor/street_vendors.swf,sign_goods1,1,1,,,,-1,,,,,,,,
sign_guns1_2,street vendor sign,graphics/decos/vendor/street_vendors.swf,sign_guns1_2,1,1,,,,-1,,,,,,,,
bang_o_mat1,street vending machine,graphics/decos/vendor/bang_o_mat.swf,bang_o_mat1,2,1,TRUE,TRUE,,1,2,,,,,,,
bang_o_mat2,street vending machine,graphics/decos/vendor/bang_o_mat.swf,bang_o_mat2,1,2,TRUE,TRUE,,1,2,,,,,,,
bang_o_mat3,street vending machine,graphics/decos/vendor/bang_o_mat.swf,bang_o_mat3,2,1,TRUE,TRUE,,1,2,,,,,,,
bang_o_mat1_broken,street vending machine broken,graphics/decos/vendor/bang_o_mat.swf,bang_o_mat1_broken,2,1,TRUE,TRUE,,1,2,,,,,,,
bang_o_mat2_broken,street vending machine broken,graphics/decos/vendor/bang_o_mat.swf,bang_o_mat2_broken,1,2,TRUE,TRUE,,1,2,,,,,,,
bang_o_mat3_broken,street vending machine broken,graphics/decos/vendor/bang_o_mat.swf,bang_o_mat3_broken,2,1,TRUE,TRUE,,1,2,,,,,,,
bush_big_01,wild nature bush,graphics/decos/nature_misc/wild_nature.swf,bush_big_01,2,1,,,,,,,,,,,,
bush_big_02,wild nature bush,graphics/decos/nature_misc/wild_nature.swf,bush_big_02,1,1,,,,,,,,,,,,
bush_small_01,wild nature bush,graphics/decos/nature_misc/wild_nature.swf,bush_small_01,,,,,,,,,,,,,,
rock_pile_01,rock pile,graphics/decos/nature_misc/wild_nature.swf,rock_pile_01,3,2,,,,,,,,,,,,
wild_plant_01,wild nature plant,graphics/decos/nature_misc/wild_nature.swf,wild_plant_01,,,,,,,,,,,,,,
wild_plant_02,wild nature plant,graphics/decos/nature_misc/wild_nature.swf,wild_plant_02,,,,,,,,,,,,,,
ferry_front,ferry boat,graphics/decos/boats/ferry.swf,ferry_front,16,8,,,,,14,,,,,,,
ferry_back,ferry boat,graphics/decos/boats/ferry_back.swf,ferry_back,16,9,,,,,14,,,,,,,
sentrybot_piece1,robot,graphics/decos/robots/sentrybot.swf,sentrybot_piece1,2,2,,,,-2,3,,,,,,,
sentrybot_piece2,robot,graphics/decos/robots/sentrybot.swf,sentrybot_piece2,2,1,,,,1,3,,,,,,,
sentrybot_piece4,robot,graphics/decos/robots/sentrybot.swf,sentrybot_piece4,3,,,,,,3,,,,,,,
sentrybot_piece5,robot,graphics/decos/robots/sentrybot.swf,sentrybot_piece5,1,3,,,,,3,,,,,,,
sentrybot_piece6,robot,graphics/decos/robots/sentrybot.swf,sentrybot_piece6,,,,,,2,3,,,,,,,
night_club,,graphics/decos/night_club/night_club.swf,night_club,15,20,,true,,,,1,,,,,,
light_rig_01,night club light rig,graphics/decos/night_club/night_club.swf,light_rig_01,1,1,,true,,,5,,,,,,,
light_rig_02,night club light rig,graphics/decos/night_club/night_club.swf,light_rig_02,1,1,,true,,,5,,,,,,,
light_rig_03,night club light rig,graphics/decos/night_club/night_club.swf,light_rig_03,1,1,,true,,,5,,,,,,,
light_rig_04,night club light rig,graphics/decos/night_club/night_club.swf,light_rig_04,1,1,,true,,,5,,,,,,,
night_club_custom_sign,,graphics/decos/night_club/night_club.swf,night_club_custom_sign,1,6,,true,,,5,,,,,,,
bar_shelf,night club bar shelf drink booze,graphics/decos/night_club/night_club.swf,bar_shelf,1,8,,true,,,,,,,,,,
ship_interior_corner_center,ship interior wall corner,graphics/decos/ship_interior/ship_interior.swf,ship_interior_corner_center,3,3,,true,,,,1,,,,,,
ship_interior_corner_left,ship interior corner,graphics/decos/ship_interior/ship_interior.swf,ship_interior_corner_left,2,3,,true,,,,1,,,,,,
ship_interior_corner_right,ship interior corner,graphics/decos/ship_interior/ship_interior.swf,ship_interior_corner_right,3,2,,true,,,,1,,,,,,
ship_interior_wall_left,ship interior wall,graphics/decos/ship_interior/ship_interior.swf,ship_interior_wall_left,2,3,,true,,,,1,,,,,,
ship_interior_wall_right,ship interior wall,graphics/decos/ship_interior/ship_interior.swf,ship_interior_wall_right,3,2,,true,,,,1,,,,,,
stand_sign_construction_1,sign construction warning,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_construction_1,1,3,,true,,,,,,,,,,
stand_sign_danger_1,sign danger,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_danger_1,1,3,,true,,,,,,,,,,
stand_sign_do_not_enter_1,sign do not enter,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_do_not_enter_1,1,3,,true,,,,,,,,,,
stand_sign_obey_1,sign obey,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_obey_1,1,3,,true,,,,,,,,,,
stand_sign_slow_1,sign slow,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_slow_1,1,3,,true,,,,,,,,,,
stand_sign_stop_1,sign stop,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_stop_1,1,3,,true,,,,,,,,,,
stand_sign_walk_1,sign walk,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_walk_1,1,3,,true,,,,,,,,,,
stand_sign_construction_2,sign warning construction,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_construction_2,3,1,,true,,,,,,,,,,
stand_sign_danger_2,sign danger,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_danger_2,3,1,,true,,,,,,,,,,
stand_sign_do_not_enter_2,sign do not enter,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_do_not_enter_2,3,1,,true,,,,,,,,,,
stand_sign_obey_2,sign obey,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_obey_2,3,1,,true,,,,,,,,,,
stand_sign_slow_2,sign slow,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_slow_2,3,1,,true,,,,,,,,,,
stand_sign_stop_2,sign stop,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_stop_2,3,1,,true,,,,,,,,,,
stand_sign_walk_2,sign walk,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,stand_sign_walk_2,3,1,,true,,,,,,,,,,
bridge_arch_pillar_back,bridge,graphics/decos/bridge/bridge.swf,bridge_arch_pillar_back,1,1,,true,,,,,,,,,,
bridge_arch_pillar_front,bridge,graphics/decos/bridge/bridge.swf,bridge_arch_pillar_front,1,1,,true,,,,,,,,,,
bridge_outer_edge,bridge,graphics/decos/bridge/bridge.swf,bridge_outer_edge,1,1,,true,,,,,,,,,,
bridge_wall,bridge,graphics/decos/bridge/bridge.swf,bridge_wall,1,1,,true,,,,,,,,,,
bridge_wall_outside,bridge,graphics/decos/bridge/bridge.swf,bridge_wall_outside,1,1,,true,,,,,,,,,,
ship_interior_pillar,ship pilar,graphics/decos/ship_interior/ship_interior.swf,ship_interior_pillar,1,1,,true,,,,,,,,,,
ship_interior_glass,ship,graphics/decos/ship_interior/ship_interior.swf,ship_interior_glass,1,1,true,true,,,,,,,,,,
ship_interior_bunk,ship,graphics/decos/ship_interior/ship_interior.swf,ship_interior_bunk,1,3,,true,,,,,,,,,,
beam gate pilar,beam gate force field,graphics/decos/gate/automated_gate_beam.swf,beam_gate_pilar,1,1,true,,,,,,,,,,,
bridge_end_back_1,bridge,graphics/decos/bridge/bridge.swf,bridge_end_back_1,1,1,,true,,,,,,,,,,
bridge_end_back_2,bridge,graphics/decos/bridge/bridge.swf,bridge_end_back_2,1,1,,true,,,,,,,,,,
bridge_end_front_1,bridge,graphics/decos/bridge/bridge.swf,bridge_end_front_1,1,1,,true,,,,,,,,,,
bridge_end_front_2,bridge,graphics/decos/bridge/bridge.swf,bridge_end_front_2,1,1,,true,,,,,,,,,,
ship_interior_door,ship interior door,graphics/decos/ship_interior/ship_interior.swf,ship_interior_door,1,2,,true,,,,,,,,,,
traffic_cone,traffic cone,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,traffic_cone,1,1,,,,,,,,,,,,
desert_ground_rocks_01,desert rocks,graphics/decos/desert/desert_blocks.swf,desert_ground_rocks_01,8,9,,true,,,,1,,,,,,
desert_ground_rocks_02,desert rocks,graphics/decos/desert/desert_blocks.swf,desert_ground_rocks_02,4,4,,,,,,1,,,,,,
desert_ground_rock_01,desert rock,graphics/decos/desert/desert_blocks.swf,desert_ground_rock_01,1,1,,true,,,,1,,,,,,
desert_quaked_road_near,desert road,graphics/decos/desert/desert_blocks.swf,desert_quaked_road_near,2,2,,,,,,1,,,,,,
desert_quaked_road_middle,desert road,graphics/decos/desert/desert_blocks.swf,desert_quaked_road_middle,2,2,,,,,,1,,,,,,
desert_quaked_road_far,desert road,graphics/decos/desert/desert_blocks.swf,desert_quaked_road_far,2,2,,,,,,,,,,,,
desert_hill_ramp_01,desert hill,graphics/decos/desert/desert_blocks.swf,desert_hill_ramp_01,2,5,,,,,,1,,,,,,
desert_hill_wall_01,desert hill,graphics/decos/desert/desert_blocks.swf,desert_hill_wall_01,1,6,,,,,,1,,,,,,
desert_hill_ramp_02,desert hill,graphics/decos/desert/desert_blocks.swf,desert_hill_ramp_02,1,12,,,,,,1,,,,,,
desert_hill_corner_01,desert hill,graphics/decos/desert/desert_blocks.swf,desert_hill_corner_01,3,3,,,,,,1,,,,,,
desert_hill_wall_02,desert hill,graphics/decos/desert/desert_blocks.swf,desert_hill_wall_02,1,6,,,,,,1,,,,,,
desert_warehouse,desert warehouse,graphics/decos/desert/desert_warehouse.swf,desert_warehouse,9,21,,true,,,,,,,,,,
desert_warehouse_short,desert warehouse,graphics/decos/desert/desert_warehouse.swf,desert_warehouse_short,9,15,,true,,,,,,,,,,
desert_warehouse_inside_wall_end_left,desert warehouse,graphics/decos/desert/desert_warehouse.swf,desert_warehouse_inside_wall_end_left,4,1,,,,,,1,,,,,,
desert_warehouse_inside_wall_end_middle,desert warehouse,graphics/decos/desert/desert_warehouse.swf,desert_warehouse_inside_wall_end_middle,1,1,,,,,,1,,,,,,
desert_warehouse_inside_wall_end_right,desert warehouse,graphics/decos/desert/desert_warehouse.swf,desert_warehouse_inside_wall_end_right,4,1,,,,,,1,,,,,,
desert_warehouse_inside_wall,desert warehouse,graphics/decos/desert/desert_warehouse.swf,desert_warehouse_inside_wall,1,2,,,,,,1,,,,,,
desert_solarpanel,desert solar panel,graphics/decos/desert/desert_warehouse.swf,desert_solarpanel,2,2,,true,,,6,,,,,,,
arena_wall,desert arena,graphics/decos/desert/desert_arena.swf,arena_wall,1,1,,true,,,,1,,,,,,
desert_cactus_1,desert cactus,graphics/decos/desert/desert_blocks.swf,desert_cactus_1,1,1,,true,,,10,,,,,,,
desert_cactus_2,desert cactus,graphics/decos/desert/desert_blocks.swf,desert_cactus_2,1,1,,,,-2,,,,,,,,
desert_fence_1,desert fence wall,graphics/decos/desert/desert_fence.swf,desert_fence_1,4,1,true,true,,,,1,,,,,,
desert_hill_corner_02,desert hill,graphics/decos/desert/desert_blocks.swf,desert_hill_corner_02,3,3,,true,,,,,,,,,,
wall_ruins1,wall ruins concrete,graphics/decos/buildings/ruins_walls.swf,wall_ruins1,1,3,true,TRUE,,,3,,,,,,,
wall_ruins1_2,wall ruins concrete,graphics/decos/buildings/ruins_walls.swf,wall_ruins1_2,3,1,true,TRUE,,,3,,,,,,,
wall_ruins2,wall ruins concrete,graphics/decos/buildings/ruins_walls.swf,wall_ruins2,1,3,true,TRUE,,,3,,,,,,,
wall_ruins2_2,wall ruins concrete,graphics/decos/buildings/ruins_walls.swf,wall_ruins2_2,3,1,true,TRUE,,,3,,,,,,,
wall_ruins3,wall ruins concrete,graphics/decos/buildings/ruins_walls.swf,wall_ruins3,1,3,TRUE,TRUE,,,3,,,,,,,
wall_ruins3_2,wall ruins concrete,graphics/decos/buildings/ruins_walls.swf,wall_ruins3_2,3,1,TRUE,TRUE,,,3,,,,,,,
wall_ruins4,wall ruins concrete,graphics/decos/buildings/ruins_walls.swf,wall_ruins4,1,3,TRUE,TRUE,,,3,,,,,,,
wall_ruins4_2,wall ruins concrete,graphics/decos/buildings/ruins_walls.swf,wall_ruins4_2,3,1,TRUE,TRUE,,,3,,,,,,,
wall_ruins5_2,wall ruins concrete,graphics/decos/buildings/ruins_walls.swf,wall_ruins5_2,3,1,true,TRUE,,,3,,,,,,,
corner_ruins1_right,corner ruins concrete,graphics/decos/buildings/ruins_walls.swf,corner_ruins1_right,1,1,true,true,,1,,,,,,,,
corner_ruins1_back,corner ruins concrete,graphics/decos/buildings/ruins_walls.swf,corner_ruins1_back,1,1,true,true,,1,3,,,,,,,
corner_ruins2,corner ruins concrete,graphics/decos/buildings/ruins_walls.swf,corner_ruins2,1,1,,true,,-5,3,,,,,,,
corner_ruins2_right,corner ruins concrete,graphics/decos/buildings/ruins_walls.swf,corner_ruins2_right,1,1,true,true,,1,3,,,,,,,
corner_ruins3_right,corner ruins concrete,graphics/decos/buildings/ruins_walls.swf,corner_ruins3_right,1,1,true,true,,1,3,,,,,,,
pillar_ruins1,pillar ruins concrete,graphics/decos/buildings/ruins_walls.swf,pillar_ruins1,1,1,true,true,,,3,,,,,,,
pillar_ruins2_2,pillar ruins concrete,graphics/decos/buildings/ruins_walls.swf,pillar_ruins2_2,1,1,true,true,,,3,,,,,,,
pillar_ruins3,pillar ruins concrete,graphics/decos/buildings/ruins_walls.swf,pillar_ruins3,1,1,true,true,,,3,,,,,,,
pillar_ruins4_2,pillar ruins concrete,graphics/decos/buildings/ruins_walls.swf,pillar_ruins4_2,1,1,true,true,,,3,,,,,,,
corner_ruins_high1,corner ruins metal,graphics/decos/buildings/ruins_walls.swf,corner_ruins_high1,3,3,true,TRUE,,-1,3,,,,,,,
corner_ruins_high2,corner ruins metal,graphics/decos/buildings/ruins_walls.swf,corner_ruins_high2,3,3,true,TRUE,,-1,3,,,,,,,
corner_ruins_high_right1,corner ruins metal,graphics/decos/buildings/ruins_walls.swf,corner_ruins_high_right1,1,2,true,TRUE,,,3,,,,,,,
corner_ruins_high_right2,corner ruins metal,graphics/decos/buildings/ruins_walls.swf,corner_ruins_high_right2,1,2,true,TRUE,,,3,,,,,,,
wall_ruins_high1,wall ruins metal,graphics/decos/buildings/ruins_walls.swf,wall_ruins_high1,1,1,true,TRUE,,,3,,,,,,,
wall_ruins_high3,wall ruins metal,graphics/decos/buildings/ruins_walls.swf,wall_ruins_high3,1,2,true,TRUE,,,3,,,,,,,
wall_ruins_high4,wall ruins metal,graphics/decos/buildings/ruins_walls.swf,wall_ruins_high4,1,2,true,TRUE,,,3,,,,,,,
wall_ruins_high5,wall ruins metal,graphics/decos/buildings/ruins_walls.swf,wall_ruins_high5,1,2,true,TRUE,,,3,,,,,,,
wall_ruins_high_back1,wall ruins metal,graphics/decos/buildings/ruins_walls.swf,wall_ruins_high_back1,2,1,true,TRUE,,,3,,,,,,,
wall_ruins_high_back2,wall ruins metal,graphics/decos/buildings/ruins_walls.swf,wall_ruins_high_back2,2,1,true,TRUE,,,3,,,,,,,
wall_ruins_high_back3,wall ruins metal,graphics/decos/buildings/ruins_walls.swf,wall_ruins_high_back3,2,1,true,TRUE,,,3,,,,,,,
corner_ruins_high_back,wall ruins metal,graphics/decos/buildings/ruins_walls.swf,corner_ruins_high_back,3,3,true,TRUE,,-2,3,,,,,,,
wall_ruins_triangles1,wall glass frame,graphics/decos/buildings/ruins_walls.swf,wall_ruins_triangles1,1,3,,TRUE,,,3,,,,,,,
wall_ruins_triangles2,wall glass frame,graphics/decos/buildings/ruins_walls.swf,wall_ruins_triangles2,1,3,,TRUE,,,3,,,,,,,
wall_ruins_triangles3,wall glass frame,graphics/decos/buildings/ruins_walls.swf,wall_ruins_triangles3,1,3,,TRUE,,,3,,,,,,,
wall_ruins_triangles4,wall glass frame,graphics/decos/buildings/ruins_walls.swf,wall_ruins_triangles4,1,3,,TRUE,,,3,,,,,,,
wall_ruins_triangles5,wall glass frame,graphics/decos/buildings/ruins_walls.swf,wall_ruins_triangles5,1,3,,TRUE,,,3,,,,,,,
wall_ruins_triangles6,wall glass frame,graphics/decos/buildings/ruins_walls.swf,wall_ruins_triangles6,1,3,,TRUE,,,3,,,,,,,
wall_highwhite1,wall high security scifi powerplant,graphics/decos/power_plant/security_walls.swf,wall_highwhite1,2,1,true,,,3,3,,,,,,,
wall_highwhite2,wall high security scifi powerplant,graphics/decos/power_plant/security_walls.swf,wall_highwhite2,3,1,true,true,,3,3,,,,,,,
wall_highwhite_sewer,wall high security scifi powerplant,graphics/decos/power_plant/security_walls.swf,wall_highwhite_sewer,3,1,true,true,,3,3,,,,,,,
wall_highwhite_gate1,wall high security scifi powerplant,graphics/decos/power_plant/security_walls.swf,wall_highwhite_gate1,1,1,true,true,,3,3,,,,,,,
wall_highwhite_gate2,wall high security scifi powerplant,graphics/decos/power_plant/security_walls.swf,wall_highwhite_gate2,1,1,true,true,,3,3,,,,,,,
wall_highwhite_end1,wall high security scifi powerplant,graphics/decos/power_plant/security_walls.swf,wall_highwhite_end1,1,1,true,true,,3,3,,,,,,,
wall_highwhite_end2,wall high security scifi powerplant,graphics/decos/power_plant/security_walls.swf,wall_highwhite_end2,1,1,true,true,,3,3,,,,,,,
door_forcefield_10tile,wall high security scifi powerplant,graphics/decos/power_plant/security_walls.swf,door_forcefield_10tile,10,1,true,,,,,1,,,,,,
corner_highwhite,wall high security scifi powerplant,graphics/decos/power_plant/security_walls.swf,corner_highwhite,3,3,true,true,,3,3,,,,,,,
corner_highwhite_left,wall high security scifi powerplant,graphics/decos/power_plant/security_walls.swf,corner_highwhite_left,3,3,true,true,,3,3,,,,,,,
corner_highwhite_back,wall high security scifi powerplant,graphics/decos/power_plant/security_walls.swf,corner_highwhite_back,3,3,true,true,,-5,3,,,,,,,
piece_ruins_concrete01,ruins piece concrete,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_concrete01,3,3,,,,-4,5,,,,,,,
piece_ruins_concrete02,ruins piece concrete,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_concrete02,3,3,,,,-4,4,,,,,,,
piece_ruins_concrete03,ruins piece concrete,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_concrete03,2,2,,,,-4,4,,,,,,true,
piece_ruins_concrete04,ruins piece concrete,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_concrete04,1,2,,,,,4,,,,,,true,
piece_ruins_concrete05,ruins piece concrete,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_concrete05,1,1,,,,-1,3,,,,,,true,
piece_ruins_concrete06,ruins piece concrete,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_concrete06,1,1,,,,-1,4,,,,,,true,
piece_ruins_concrete07,ruins piece concrete,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_concrete07,1,1,,,,,4,,,,,,,
piece_ruins_concrete08,ruins piece concrete,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_concrete08,1,1,,,,,5,,,,,,,
piece_ruins_concrete09,ruins piece concrete,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_concrete09,1,1,,,,2,4,,,,,,,
piece_ruins_concrete10,ruins piece concrete,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_concrete10,1,1,,,,,4,,,,,,true,
