Name,Attributes,CharacterClass,ArmorClass,IngredientDrop,Type,DiamondsOnly,Hostile,AttackHostile,Faction,MinLevel,MaxLevel,AI_Skills,DropOnlyClassSpecificItems,Items,ItemCounts,Weapon,Companion,Animation,IdleAnimationClip,AfkAnimationClip,Hair,Skin,Face,FacialHair,Hat,Glasses,Jacket,Pants,Gloves,Shoes,Belt,Necklace,DefaultSpeedDisabled,MovementSpeed,CombatMovementSpeed,AI_WaitTimeMin,AI_WaitTimeMax,AI_SkillDelayMin,AI_SkillDelayMax,AI_SkillDelayMinForNewTarget,AI_SkillDelayMaxForNewTarget,AI_AlertRadius,AI_ObserveRange,DeathEffect,HideOnDeath,RareDeathEffect,HideOnRareDeath,Scale,DamageEffect,DeathSound,DamageSound,GreetingsSound,GoodbyeSound,HostileSound,DualWeapons,AutoAttack
Mews,Big_HighDamage,,Unarmored,,,,,,Refugee,1,30,,,,,"Labytech Pistol, LBTP-02",,Tank,,,Male_Hair_8,Skin1,Male_Face1,Long_Mustache,,Bauhoff's Bionic Eye,Outstanding Leather Vest,Treasure Hunter's Jeans,Turbo Gloves,Fluffy Shoes of Ordinary,Exquisite Dark Leather Belt,Green Scarf,,500,1100,4000,10000,3000,6000,1000,2000,,,,,,,,,,,,,,,
Gate Control,Small_HighDamage,,Mechanical,,,,,,Labycore,1,30,AI ShootElectric,,,,Warehousebot_Minigun,,NPC_AI,,,,AI,,,,,,,,,,,TRUE,,,4000,10000,6000,6000,1000,2000,75,100,,,,,,,,,,,,,
Prisoner,Small_HighDamage,,,,,,,,Resistance,1,2,,,,,,,Rogue,,Sleep,Male_Hair_2,Skin1,Male_Face2,Chin_Beard_red,,,Labycore Worker's Orange Jacket,Labycore Worker's Pants,,Dawnbreak Shoes,,,,1200,1200,,0,6000,10000,1000,2000,,120,DeathEffect1,,,,100,HitEffect1,,,,,,,
Labycore Guard,Small_LowDamage,,Unarmored,,,,TRUE,,Labycore,1,30,,,,,NPC_Police Baton,,Tank,,,Male_Hair_9,Skin1,Male_Face6,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,NPC MALE Prison Warder Shoes,,,,,,4000,10000,6000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,105,HitEffect1,,,,,,,
Pretty Rodger,Player_Damage,Hunter,,,,,,,Mercenary,3,3,,,,,Destroyer 3000,,Rogue,,Sleep,Male_Hair_2,Skin1,Male_Face2,Chin_Beard_red,Barebones Hat,,Awesome Jacket,Acute Black Jeans,,Dawnbreak Shoes,,,,1200,1200,,0,6000,10000,1000,2000,,120,DeathEffect1,,,,100,HitEffect1,,,,,,,
Hartmann,Small_LowDamage,,Unarmored,,,,,,Refugee,1,30,,,,,,,Junkie_Prisoner,,,Don's Toupee_black,Skin1,Male_Face3,,,,,Labycore Worker's Trousers,,Dawnbreak Shoes,,,TRUE,,,,,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Slave Dancer,Medium_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Dance_Girl,,,Female_Hair_5_blonde,female_skin1,Female_Face3,,,,NPC FEMALE Valkyeries Jacket 01,,,,,,TRUE,,,4000,10000,,,,,,,,,,,100,,,,,,,,
Enslaved Dancer,Medium_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Dance_Girl,,,Female_Hair_5_blonde,female_skin1,Female_Face3,,,,NPC FEMALE Valkyeries Jacket 01,,,,,,TRUE,,,4000,10000,,,,,,,,,,,100,,,,,,,,
Mad Dog Hitman,Big_LowDamage,,Armored,,,,TRUE,,Mad Dogs,1,30,,,,,Zweihander,,Mutant,,,Male_Hair_5,Skin1,Male_Face3,,,,Great Suit Jacket,Typical Suit Trousers,,Cool Black Shoes,,,,,,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Green Peter,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,Junkie,,,Male_Hair_2,Skin4,Male_Face3,,,,Offender's Two Tone Vest,Stiff Trousers,,Old Open Shoes,,,TRUE,,,,,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Loot Master,Boss_Default,,Mechanical,,,,TRUE,,Labycore,1,30,SentryBot Slammer,,Plans: Sniper,,Regular Minigun,,NPC_Sentrybot,Idle,,,Sentrybot,,,,,,,,,,,,,,4000,10000,3000,6000,1000,2000,50,75,ExploRobot,TRUE,ExploRobot,,100,HitEffect1,VoBossDeathMechanical,,,,,,
,,,,,,,,,,,,,,Plans: Rifle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Machinegun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutton,Boss_Tier3,,Armored,,,,TRUE,,Mutants,30,30,Praepropere,,Plans: Great Thick Pants,,,,Pigman,,,,NPC Pigman,,,,,,,,,,,,,,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,130,HitEffect1,VoMutantDeath,,,,,,
,,,,,,,,,,,,Forente,,Plans: Trooper's Headscarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Nimis,,Plans: Bandit's Headscarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Gastrointestinal Nuclear-powered Heliogroper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Janitorial Multiadapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Fulmar [Insta-Healer],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Snow Owl [Prolonger],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Incinerator [Leviathan],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrath,Boss_Tier2,,Armored,,,,TRUE,,Mutants,30,30,Impatience,,Plans: High Power Sash,,Wrath of God,,Mutant,,,,NPC Mutant skin2,,,,,,Worthy Dark Jeans,,,,,,,,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,120,HitEffect1,VoMutantDeath,,,,,TRUE,
,,,,,,,,,,,,Revenge,,Plans: Superfine Sash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Exquisite Tactical Gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Magnetized Ensnaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vigilantes,Elite_Big_HighDamage,,Unarmored,,,,TRUE,,Mutants,1,30,,,,,,,Rogue,,,,NPC Mutant skin3,,,,,,,,,,,,,,4000,10000,3000,6000,1000,2000,70,80,,,ExploAnt,TRUE,100,,,,,,VoMutantAttack,,
Evagrius the Solitary,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Dark Angel,,Rogue,,,Male_Hair_3_black,Skin2,Male_Face1,,,Brain Interface,No Nonsense Shirt,No Nonsense Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Envy,Boss_Tier2,,Armored,,,,TRUE,,Mutants,30,30,Jealosy,,Plans: Cool Walkers,,,,Mutant,,,,NPC Mutant skin1,,,,,,Acute Camo Pants,,,,,,,,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,110,HitEffect1,VoMutantDeath,,,,,TRUE,
,,,,,,,,,,,,Slammer,,Plans: Exquisite Visors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Awesome Visors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Excellent Sash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: High Power Tactical Gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Hyperblaster Rifle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimera,Boss_Tier3,,Armored,,,,TRUE,,Mutants,30,30,Bixie,,Plans: Redeemer Guard,,,,NPC_Gorilla,,,,NPC Chimera,,,,,,,,,,,,,,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,120,HitEffect1,VoMutantDeath,,,,,,
,,,,,,,,,,,,Qilin,,Plans: Blessing Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Alchemy Boost,,Plans: Terror Secretion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: High-speed Aeropants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Gastrowire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Gyrocontigation Necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Gravitic Contigation Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Powered Guiding Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Single-shot Terraripper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Blight Sawer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Silver Owl [Prolonger],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Golden Angel [Area-Healer],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Obliterator [Leviathan],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenger,Elite_Big_HighDamage,,Unarmored,,,,TRUE,,Mutants,1,30,Healing Power,,,,,,Tank,,,,NPC Mutant skin1,,,,,,,,,,,,,,4000,10000,3000,6000,1000,2000,70,80,,,ExploAnt,TRUE,100,,,,,,VoMutantAttack,,
,,,,,,,,,,,,Stun Grenade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Evil Emmett,Boss_Tier3,,Armored,,,,TRUE,,Labycore,30,30,Daddy knows the best,,Plans: Superfine Visors,,Shadow Shot,,Fatman,,Sleep,Male_Hair_1,Skin1,Male_Face3,Lemmy_Sideburners_red,,Orbital Optics,Splatter-repelling Jacket,Splatter-repelling Pants,Wolfskin Gloves,The Go-Getters,All-around Belt,Neck Hugger,,400,,4000,10000,100,10000,1000,2000,50,70,DeathEffect1,,ExploMan,TRUE,130,HitEffect1,VoBossDeathBigThug,,,,,,
,,,,,,,,,,,,Daddys Payback,,Plans: Savior Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,You Killed My Sons,,Plans: Confession Armor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Emmett Heal,,Plans: Daath Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Polarized Patchator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Optical Limb Modifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Powered Charging Pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: High-power Negadestroyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Undertaker [Leviathan],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Lifebringer [Insta-Healer],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prototype Glutton,Elite_Big_HighDamage,,Armored,,,,TRUE,,Mutants,30,30,Praepropere,,,,,,Pigman,,,,NPC Pigman,,,,,,,,,,,,,,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,VoMutantDeath,,,,,,
Prototype Chimera,Elite_Big_HighDamage,,Armored,,,,TRUE,,Mutants,30,30,Bixie,,,,,,NPC_Gorilla,,,,NPC Chimera,,,,,,,,,,,,,,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,95,HitEffect1,VoMutantDeath,,,,,,
Deadguy,Big_LowDamage,,Armored,,,,,,Knocked down,1,30,,,,,Acedia,,TankKnockedout,,,Male_Hair_2,Skin1,Male_Face1,,,Acute Aviator Shades,No Nonsense Shirt,No Nonsense Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Buttler,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,TankFemale,,,Female_Hair_7,female_skin1,Female_Face3,,,Brain Interface,No Nonsense Shirt,No Nonsense Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Mr. Dawnbreak,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Rogue,,,Male_Hair_10,Skin4,Male_Face11,,,Brain Interface,High-Power Suit Jacket,No Nonsense Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Bouncer,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Rogue,,,Male_Hair_12_black,Skin4,Male_Face5,,,Brain Interface,Skinner Jacket,Skinner Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,110,HitEffect1,,,,,,,
deadman,Big_LowDamage,,Armored,,,,,,Knocked down,1,30,,,,,,,TankKnockedout,,,Male_Hair_2,Skin5,Male_Face1,,,Brain Interface,No Nonsense Shirt,No Nonsense Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
dying woman,Big_LowDamage,,Armored,,,,,,Knocked down,1,30,,,,,,,NPC_F_Junkie,,,Female_Hair_7,female_skin1,Female_Face3,,,Brain Interface,No Nonsense Shirt,,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Shane,Big_LowDamage,,Armored,,,,,,Resistance,1,30,,,,,Singular Iron Pipe,,Rogue,,,Male_Hair_2,Skin5,Male_Face1,,,,,No Nonsense Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Glenn,Big_LowDamage,,Armored,,,,,,Resistance,1,30,,,,,Cool Flat Iron,,Rogue,,,Male_Hair_2,Skin3,Male_Face1,,,,Dawnbreak T-Shirt,No Nonsense Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Dale,Big_LowDamage,,Armored,,,,,,Resistance,1,30,,,,,Acute 9mm Pistol,,Tank,,,Male_Hair_2,Skin6,Male_Face1,,,Aiming Visor,Worn Multicolor T-shirt,No Nonsense Pants,,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Sneaky Zombie,Boss_Tier3,,Armored,,,,TRUE,,Undead,30,30,Braindead,,Plans: The Ash,,,,Mutant,,,Male_Hair_14,Zombie_skin3,Zombie_Face8,,,,Armored Shirt,Worthy Dark Jeans,,,,,,,,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,130,HitEffect1,VoMutantDeath,,,,,TRUE,
,,,,,,,,,,,,Evil Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Night of the Living Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Worker,Medium_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,,,,,,,Zombie,,,,Zombie_skin3,Zombie_Face3,,,,Elastic Labcoat,Acute Camo Pants,,,,,,,,4000,10000,3000,6000,1000,2000,70,100,DeathEffect1,,ExploAnt,TRUE,,HitEffect1,,,,,VoZombieAttack,,
Undead Cop,Big_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,Undead Blow,,,,,,Zombie,,,,Zombie_skin1,Zombie_Face1,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,,,,,,,4000,10000,3000,6000,1000,2000,70,100,DeathEffect1,,ExploAnt,TRUE,,HitEffect1,,,,,VoZombieAttack,,
Undead Hunter,Small_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,Headbite,,,,,,RogueFemale,,,Female_Hair_1_black,Zombie_skin_female1,Zombie_Face_Female1,,,,,,,,,,,,,4000,10000,3000,6000,1000,2000,70,100,DeathEffect1,,ExploAnt,TRUE,,HitEffect1,,,,,VoZombieAttack,,
Zombie Worker,Elite_Medium_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,,,,,,,Zombie,,,,Zombie_skin3,Zombie_Face3,,,,Elastic Labcoat,Acute Camo Pants,,,,,,,,4000,10000,3000,6000,1000,2000,70,100,DeathEffect1,,ExploAnt,TRUE,,HitEffect1,,,,,VoZombieAttack,,
Zombie Cop,Elite_Big_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,Undead Blow,,,,,,Zombie,,,,Zombie_skin1,Zombie_Face1,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,,,,,,,4000,10000,3000,6000,1000,2000,70,100,DeathEffect1,,ExploAnt,TRUE,,HitEffect1,,,,,VoZombieAttack,,
Zombie Hunter,Elite_Small_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,Headbite,,,,,,RogueFemale,,,Female_Hair_2_black,Zombie_skin_female1,Zombie_Face_Female1,,,,,,,,,,,,,4000,10000,3000,6000,1000,2000,70,100,DeathEffect1,,ExploAnt,TRUE,,HitEffect1,,,,,VoZombieAttack,,
Zombie Half,Elite_Medium_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,,,,,,,Zombiehalf,,,,Zombie_skin3,Zombie_Face3,,,,Elastic Labcoat,Acute Camo Pants,,,,,,,,4000,10000,3000,6000,1000,2000,70,100,DeathEffect1,,ExploAnt,TRUE,,HitEffect1,,,,,VoZombieAttack,,
Angelin,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,TankFemale,,,Female_Hair_8_blonde,female_skin3,Female_Face3,,,,Orderly's Shirt,Orderly's Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
General Adama,Big_HighDamage_Escort,,Armored,,,,,TRUE,Resistance,1,30,,,,,Dirty,,Fatman,,,Male_Hair_5_black,Skin5,Male_Face1,,,,Predator Jacket,Predator Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Quartermaste,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Bullet Shover,,Tank,,,Male_Hair_3_black,Skin4,Male_Face1,,,,No Nonsense Shirt,No Nonsense Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Frank,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,TankKnockedout,,,Male_Hair_3_black,Skin2,Male_Face1,,,,Midnight Jacket,Midnight Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Wheezing Phil,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Thug's Tech Sword,,Rogue,,,Male_Hair_3_black,Skin2,Male_Face1,,,,Dawnbreak T-Shirt,Dawnbreak Jeans,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Bearded Zombie,Medium_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,,,,,,,Zombie,,,Male_Hair_8,Zombie_skin2,Zombie_Face5,Beard_Long,,,,NPC MALE Hooligans Pants 02,,NPC Male Hooligans Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,VoZombieDeath,,,,VoZombieAttack,,
Half Zombie,Medium_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,,,,,,,Zombiehalf,,,Male_Hair_9,Zombie_skin1,Zombie_Face5,,,,,NPC MALE Hooligans Pants 02,,NPC Male Hooligans Shoes 01,,,,200,800,4000,10000,3000,6000,1000,2000,50,55,DeathEffect1,,ExploMan,TRUE,,HitEffect1,VoZombieDeath,,,,VoZombieAttack,,
Zombie Knocker,Elite_Medium_HighDamage,,Unarmored,,,,TRUE,,Mutants,1,30,,,,,,,Zombieknocker,,,,Zombie_skin3,Zombie_Face3,,,,Elastic Labcoat,Acute Camo Pants,,,,,,,,4000,10000,3000,6000,1000,2000,70,100,DeathEffect1,,ExploAnt,TRUE,,HitEffect1,VoZombieDeath,,,,VoZombieAttack,,
Mr. Grimes,Big_LowDamage_Escort,,Armored,,,,,,Resistance,1,30,,,,,Kingfisher,,Rogue,,,Male_Hair_3_blonde,Skin1,Male_Face1,,,Aiming Visor,Utility Jacket,Utility Pants,One Shot Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Cholera,Mini_Boss_Default,,Unarmored,,,,TRUE,,Undead,1,30,,TRUE,,,,,Mutant,,,Male_Hair_12_black,Zombie_skin3,Zombie_Face4,,,,,NPC GENERIC Black Pants,,,,,,500,1100,4000,10000,6000,10000,1000,2000,,120,Decapitation,TRUE,Decapitation,TRUE,120,HitEffect1,VoZombieDeath,,,,VoZombieAttack,,
Knock Knock Zombie,Medium_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,,,,,,,Zombieknocker,,,Male_Hair_9,Zombie_skin1,Zombie_Face1,Basic_Mustache,,,Plain Butcher's Jacket,NPC MALE Hooligans Pants 02,,NPC Male Hooligans Shoes 01,,,,,500,4000,10000,3000,6000,1000,2000,2,0,DeathEffect1,,ExploMan,TRUE,,HitEffect1,VoZombieDeath,,,,VoZombieAttack,,
Brains,Boss_Tier3,,Armored,,,,TRUE,,Undead,30,30,The Aftermath,,Plans: Science Cowboyhat of Brains,,Dirty,,Rogue,,,Don's Toupee_red,Zombie_skin3,Zombie_Face4,,,,Typical Butcher's Jacket,Everyday Butcher's Pants,,,,,,,,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,130,HitEffect1,VoZombieDeath,,,,VoZombieAttack,TRUE,
,,,,,,,,,,,,Re-animator,,Plans: Science Cowboycap of Brains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Cemetery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zombie Boss,Big_LowDamage,,Armored,,,,TRUE,,Mutants,30,30,Zombie Slammer,,,,Zombieboss Head,,Zombieboss,,,,Zombieboss_skin1,Zombieboss_skin1,,,,,Acute Camo Pants,,,,,,500,500,4000,10000,3000,6000,1000,2000,70,100,DeathEffect1,,ExploAnt,TRUE,,HitEffect1,,,,,VoZombieAttack,,
,,,,,,,,,,,,Zombie 360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Zombie Push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mum in distress,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,TankFemale,,,Female_Hair_1,female_skin1,Female_Face3,,,,Acute Hooded Jacket,Rural Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Rose,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,RogueFemale,,,Female_Hair_10_black,female_skin2,Female_Face3,,,,Sailing Jacket,Sailing Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Michelle Kneiffer,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,TankFemale,,,Female_Hair_9_black,female_skin3,Female_Face1,,,,Range Shirt,Range Trousers,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Zeela,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,RogueFemale,,,Female_Hair_7_black,female_skin1,Female_Face3,,,,Manhunter's Coat,Orderly's Pants,NPC Yellow Working Gloves,Great Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Zombie Striper,Medium_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,,,,,,,CyberGirl,,,Female_Hair_1,Zombie_skin_female1,Zombie_Face_Female1,,,,,,,,,,,501,1101,4001,10001,3001,6001,1001,2001,51,76,,,,,95,,VoZombieDeath,,,,VoZombieAttack,,
Zombie Dancer,Big_HighDamage,,Unarmored,,,,TRUE,,Undead,1,30,,,,,,,RogueFemale,,,Female_Hair_2_black,Zombie_skin_female1,Zombie_Face_Female1,,,,,,,,,,,502,1102,4002,10002,3002,6002,1002,2002,52,77,,,,,110,,VoZombieDeath,,,,VoZombieAttack,,
