Tank
,Info
,,JawBlow,,,true,3,,6,,16,MeleeSharpSwing,,,,
,,FatalStraight,,,true,6,,9,,16,MeleeSharpSwing,,,,
,,Downgrader,,,true,3,,7,,17,MeleeSharpSwing,,,,
,,RightSwing,,,true,5,,7,,17,MeleeSharpSwing,,,,
,,Melee01,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee02,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee03,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee04,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee05,,true,true,11,,13,,25,MeleeSharpSwing,,,,
,,ChainSaw_AttackA,,true,true,0,12,13,,25,,,,,
,,ChainSaw_AttackB,,true,true,0,14,15,,25,,,,,
,,SpearA,,true,true,9,,13,,25,MeleeSharpSwing,,,,
,,SpearB,,true,true,3,,18,,25,MeleeSharpSwing,,,,
,,SpearC,,true,true,2,,12,,25,MeleeSharpSwing,,,,
,,ShootPistol1,,true,true,5,6,7,,20,,,,,
,,ShootPistol2,,true,true,4,6,8,,20,,,,,
,,ShootPistol3,,true,true,5,7,8,,20,,,,,
,,ShootPistol4,,true,true,3,7,8,,20,,,,,
,,ShootRifle1,,true,true,3,11,12,,22,,,,,
,,ShootRifle2,,true,true,7,10,12,,22,,,,,
,,ShootMinigun,,true,true,0,17,18,,30,,,,,
,,GetUp,,,,,,0,,19,,,,,
,,Twirler,,true,true,10,,11,,23,,,,,
,,Die1,,,,,,10,,11,,,,,
,,Die2,,,,,,15,,15,,,,,
,,Die3,,,,,,20,,20,,,,,
,,Die4,,,,,,23,,24,,,,,
,,Die5,,,,,,22,,23,,,,,
,,Megastrike1,,true,true,18,,23,,39,,,,,
,,Megastrike2,,true,true,18,,23,,39,,,,,
,,Megastrike3,,true,true,15,,23,,39,,,,,
,,Deception,,true,true,13,,18,,32,,,,,
,,Slammer,,true,true,16,,19,,39,Skill_Slammer_Start,,,,
,,LaunchRocket,,true,,0,,17,,32,,,,,
,,FlameThrower,,,,0,,8,,60,,,,,
,,Die_RunBurning,,,,0,,8,17,54,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,IdleSelection,Idle,,,,,,,,,,,,
,,AutoAttackUnarmed,JawBlow,,,,,,,,,,,,
,,,FatalStraight,,,,,,,,,,,,
,,,Downgrader,,,,,,,,,,,,
,,,RightSwing,,,,,,,,,,,,
,,AutoAttackHits,Melee01,,,,,,,,,,,,
,,,Melee02,,,,,,,,,,,,
,,,Melee03,,,,,,,,,,,,
,,,Melee04,,,,,,,,,,,,
,,,Melee05,,,,,,,,,,,,
,,AutoAttackPistol,ShootPistol1,,,,,,,,,,,,
,,,ShootPistol2,,,,,,,,,,,,
,,,ShootPistol3,,,,,,,,,,,,
,,,ShootPistol4,,,,,,,,,,,,
,,AutoAttackRifle,ShootRifle1,,,,,,,,,,,,
,,,ShootRifle2,,,,,,,,,,,,
,,AutoAttackMiniGun,ShootMinigun,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
,,MegaStrike,Megastrike1,,,,,,,,,,,,
,,,Megastrike2,,,,,,,,,,,,
,,,Megastrike3,,,,,,,,,,,,
,,Taunt,Taunt1,,,,,,,,,,,,
,,,Taunt2,,,,,,,,,,,,
,,Throw,Throw,,,,,,,,,,,,
,,,ThrowSide,,,,,,,,,,,,
,,AutoAttackSpear,SpearA,,,,,,,,,,,,
,,,SpearB,,,,,,,,,,,,
,,,SpearC,,,,,,,,,,,,
,,WalkSpear,Walk 1-handed weapon,,,,,,,,,,,,
,,RunSpear,Run 1-handed weapon,,,,,,,,,,,,
,,AutoAttackChainSaw,ChainSaw_AttackA,,,,,,,,,,,,
,,,ChainSaw_AttackB,,,,,,,,,,,,
,,Cheer,Cheer1,,,,,,,,,,,,
,,,Cheer2,,,,,,,,,,,,
NPC_Ant
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_ant.SUP,graphics/shadow.swf,Shadow,-50,-60,100,90,,Animal,20,,VoGiantAntDeath,,GiantAntWalk,VoGiantAntAlert
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,60,,,,,
,,Walk,,,,,,6,18,24,,,,,
,,Run,,,,,,2,9,12,,,,,
,,AttackA,,,,,,20,,27,,,,,
,,AttackB,,,,,,20,,30,,,,,
,,SpecialAttack,,,,,,12,,30,,,,,
,,Die1,,,,,,11,,20,,,,,
,,GetUp,,,,,,16,,20,,,,,
,,Die2,,,,,,10,,20,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,AutoAttackUnarmed,AttackA,,,,,,,,,,,,
,,,AttackB,,,,,,,,,,,,
,,AutoAttackHits,AttackA,,,,,,,,,,,,
,,,AttackB,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
NPC_Bee
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_bee.SUP,graphics/shadow.swf,Shadow,-40,-140,80,100,,Robot,20,ImpactMetal,RobotTurretDeath,VoRobotGreetings,,RobotMediumServo
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,60,,,,,
,,Idle2,,,,,,,,60,,,,,
,,Walk,,,,,,,,24,,,,,
,,Run,,,,,,,,24,,,,,
,,Stunned,,,,,,,,48,,,,,
,,BeeAttack1,,,,,13,15,,25,,,,,
,,BeeAttack2,,,,,12,14,,25,,,,,
,,BeeAttack3,,,,,,15,,25,,,,,
,,BeePush,,true,,,,24,,40,,,,,
,,Die1PushBack,,,,,,18,,18,,,,,
,,GetUp,,,,,,20,,20,,,,,
,,Die2,,,,,,25,,25,,,,,
,,Die3,,,,,,20,,20,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Idle,,,,,,,,,,,,
,,,Idle2,,,,,,,,,,,,
,,Die,Die1PushBack,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,AutoAttackUnarmed,BeeAttack1,,,,,,,,,,,,
,,,BeeAttack2,,,,,,,,,,,,
,,,BeeAttack3,,,,,,,,,,,,
,,AutoAttackHits,BeeAttack1,,,,,,,,,,,,
,,,BeeAttack2,,,,,,,,,,,,
,,,BeeAttack3,,,,,,,,,,,,
NPC_Lizard
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,,HostileSound
,,graphics/3d/character/npc_lizard.SUP,graphics/shadow.swf,Shadow,-50,-50,120,90,,Animal,20,,VoLizardDeath,,,VoLizardAttack
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,44,,,,,
,,Idle2,,,,,,,,59,,,,,
,,Idle3,,,,,,,,69,,,,,
,,PushBack,,,,,,,,11,,,,,
,,GetUp,,,,,,,,11,,,,,
,,Die1,,,,,,22,,22,,,,,
,,Die2,,,,,,16,,16,,,,,
,,Stunned,,,,,,,,49,,,,,
,,Walk,,,,,,3,12,19,,,,,
,,Run,,,,,,5,11,17,,,,,
,,LizardAttackBite,,,true,,,12,,19,,,,,
,,LizardAttackBreath,,true,true,,,16,,34,,,,,
,,LizardAttackTail,,,true,,,12,,19,,,,,
,,LizardAttackTail360,,,true,,,9,,24,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Idle,,,,,,,,,,,,
,,,Idle2,,,,,,,,,,,,
,,,Idle3,,,,,,,,,,,,
,,AutoAttackUnarmed,LizardAttackBite,,,,,,,,,,,,
,,,LizardAttackBreath,,,,,,,,,,,,
,,,LizardAttackTail,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
NPC_Slasher
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_whip_man.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,true,,,,,,53,,,,,
,,IdleLookaround,,,,,,,,80,,,,,
,,Use,true,,true,12,,17,,20,,,,,
,,Stunned,,,,,,,,48,,,,,
,,Rage,true,,,,,20,,40,,,,,
,,Walk,,,,,,1,11,20,,,,,
,,Run,,,,,,1,8,18,,,,,
,,ThrowWhip,,true,,0,,14,,24,,,,,
,,ThrowSideWhip,,,,8,,16,,19,,,,,
,,Melee01,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee02,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee03,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee04,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee05,,true,true,11,,13,,25,MeleeSharpSwing,,,,
,,Megastrike1,,true,true,18,,23,,39,,,,,
,,Megastrike2,,true,true,18,,23,,39,,,,,
,,GetUp,,,,,,0,,19,,,,,
,,Twirler,,true,true,10,,11,,23,,,,,
,,Die1,,,,,,10,,11,,,,,
,,Die2,,,,,,15,,15,,,,,
,,Die3,,,,,,20,,20,,,,,
,,Die4,,,,,,23,,24,,,,,
,,Die5,,,,,,22,,23,,,,,
,,Megastrike3,,true,true,15,,23,,39,,,,,
,,Deception,,true,true,13,,18,,32,,,,,
,,Slammer,,true,true,18,,23,,39,Skill_Slammer_Start,,,,
,,Push,,,,0,0,12,,20,,,,,
,,Whip_Special_Attack,,,,10,,33,,42,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackUnarmed,ThrowWhip,,,,,,,,,,,,
,,,ThrowSideWhip,,,,,,,,,,,,
,,AutoAttackHits,ThrowWhip,,,,,,,,,,,,
,,,ThrowSideWhip,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
,,MegaStrike,Megastrike1,,,,,,,,,,,,
,,,Megastrike2,,,,,,,,,,,,
,,,Megastrike3,,,,,,,,,,,,
,,Idle,IdleLookaround,,,,,,,,,,,,
,,Walk 1-handed weapon,Walk,,,,,,,,,,,,
NPC_Bazuka
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_bazuka.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,0,,,,66,,,,,
,,Stunned,,,,0,,,,48,,,,,
,,Walk,,,,0,,1,11,20,,,,,
,,Run,,,,0,,1,8,18,,,,,
,,JawBlow,,,true,3,,6,,16,MeleeSharpSwing,,,,
,,FatalStraight,,,true,6,,9,,16,MeleeSharpSwing,,,,
,,Downgrader,,,true,3,,7,,17,MeleeSharpSwing,,,,
,,RightSwing,,,true,5,,7,,17,MeleeSharpSwing,,,,
,,GetUp,,,,,,0,,19,,,,,
,,Die1,,,,,,10,,11,,,,,
,,Die2,,,,,,15,,15,,,,,
,,Die3,,,,,,20,,20,,,,,
,,Die4,,,,,,23,,24,,,,,
,,Die5,,,,,,22,,23,,,,,
,,LaunchRocket,,true,,0,,17,,32,,,,,
,,Melee01,,true,true,0,,18,,30,MeleeSharpSwing,,,,
,,Melee02,,true,true,0,,18,,30,MeleeSharpSwing,,,,
,,Melee03,,true,true,0,,17,,30,MeleeSharpSwing,,,,
,,Melee_Special,,true,true,0,,18,,30,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,IdleSelection,Idle,,,,,,,,,,,,
,,AutoAttackUnarmed,JawBlow,,,,,,,,,,,,
,,,FatalStraight,,,,,,,,,,,,
,,,Downgrader,,,,,,,,,,,,
,,,RightSwing,,,,,,,,,,,,
,,AutoAttackHits,Melee01,,,,,,,,,,,,
,,,Melee02,,,,,,,,,,,,
,,,Melee03,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
NPC_ Mafioso
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_mafioso.SUP,graphics/shadow.swf,Shadow,-50,-50,120,90,,Animal,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle1,,,,0,,,,100,,,,,
,,Stunned,,,,0,,,,100,,,,,
,,Walk,,,,0,,2,17,30,,,,,
,,Run,,,,0,,7,15,20,,,,,
,,Shoot_A,,true,,0,,10,,20,,,,,
,,Shoot_B,,true,,0,,10,,20,,,,,
,,Shoot_Special,,true,,0,,20,,30,,,,,
,,DieA,,,,0,,15,,20,,,,,
,,DieB,,,,0,,16,,20,,,,,
,,GetUp,,,,0,,16,,20,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Idle1,,,,,,,,,,,,
,,AutoAttackUnarmed,Shoot_A,,,,,,,,,,,,
,,AutoAttackRifle,Shoot_A,,,,,,,,,,,,
,,,Shoot_B,,,,,,,,,,,,
,,Die,DieA,,,,,,,,,,,,
,,,DieB,,,,,,,,,,,,
,,PushBack,DieA,,,,,,,,,,,,
NPC_ Crab
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,,HostileSound
,,graphics/3d/character/npc_crab.SUP,graphics/shadow.swf,Shadow,-50,-50,120,90,,Animal,20,,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle1,,,,0,,,,60,,,,,
,,Walk,,,,0,,15,26,30,,,,,
,,Run,,,,0,,7,12,15,,,,,
,,DieA,,,,0,,10,,15,,,,,
,,GetUp,,,,0,,11,,15,,,,,
,,DieB,,,,0,,13,,20,,,,,
,,Stunned,,,,0,,,,80,,,,,
,,AttackA,,,,0,,14,,25,,,,,
,,AttackB,,,,0,,14,,25,,,,,
,,Crab_Special,,,,0,,15,,25,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Idle1,,,,,,,,,,,,
,,AutoAttackUnarmed,AttackA,,,,,,,,,,,,
,,,AttackB,,,,,,,,,,,,
,,AutoAttackHits,AttackA,,,,,,,,,,,,
,,,AttackB,,,,,,,,,,,,
,,Die,DieA,,,,,,,,,,,,
,,,DieB,,,,,,,,,,,,
,,PushBack,DieA,,,,,,,,,,,,
NPC_Spiderbot_TurnedOff
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_spiderbot.SUP,graphics/shadow.swf,Shadow,-75,-120,150,170,,Robot,20,ImpactMetal,RobotDeathGeneric,VoRobotGreetings,RobotMediumMove,VoRobotHostile
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle_Default,,,,25,,,,60,RobotMediumServo,,,,
,,Walk,,,,,,1,11,20,,,,,
,,SpiderbotAttack01,,true,true,1,7,7,,20,,,,,
,,RocketAttack,,true,true,6,12,13,,25,,,,,
,,SpiderbotMelee01,,,true,5,,13,,25,RobotMediumServo,,,,
,,Die1_Pushback,,,,0,,9,,13,,,,,
,,GetUp,,,,6,,2,,15,RobotMediumServo,,,,
,,Die2,,,,0,,14,,16,,,,,
,,Turned_Off,,,,0,,,,10,,,,,
,,Taunt,,,,0,0,60,,70,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Turned_Off,,,,,,,,,,,,
,,AutoAttackMiniGun,SpiderbotAttack01,,,,,,,,,,,,
,,AutoAttackHits,SpiderbotMelee01,,,,,,,,,,,,
,,Stunned,Idle_Default,,,,,,,,,,,,
,,PushBack,Die1_Pushback,,,,,,,,,,,,
,,Die,Die1_Pushback,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
Pigman
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_pigman.SUP,graphics/shadow.swf,Shadow,-45,-110,100,140,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,53,,,,,
,,IdleLookaround,,,,,,,,80,,,,,
,,IdleSpearReady,,,,,,,,50,,,,,
,,IdlePistolReady,,,,,,,,68,,,,,
,,IdleRifleReady,,,,,,,,65,,,,,
,,IdleMinigunReady,,,,,,,,66,,,,,
,,Use,true,,true,12,,17,,20,,,,,
,,Stunned,,,,,,,,48,,,,,
,,Sleep,,,,,,,,53,,,,,
,,Yawn,true,,,,,,,73,,,,,
,,Cheer1,true,,,,,,,43,,,,,
,,Cheer2,true,,,,,,,60,,,,,
,,Taunt1,true,,,,,,,30,,,,,
,,Taunt2,true,,,,,,,30,,,,,
,,Rage,true,,,,,20,,40,,,,,
,,Walk,,,,,,1,11,20,,,,,
,,Walk 1-handed weapon,,,,,,1,11,20,,,,,
,,WalkRifle,,,,,,1,11,20,,,,,
,,WalkMinigun,,,,,,1,11,20,,,,,
,,Run,,,,,,1,8,18,,,,,
,,Run 1-handed weapon,,,,,,1,8,17,,,,,
,,RunRifle,,,,,,1,8,17,,,,,
,,RunMinigun,,,,,,1,8,17,,,,,
,,Throw,,,,7,,14,,24,SkillThrow,,,,
,,ThrowSide,,,,8,,11,,19,SkillThrow,,,,
,,JawBlow,,,true,3,,6,,16,MeleeSharpSwing,,,,
,,FatalStraight,,,true,6,,9,,16,MeleeSharpSwing,,,,
,,Downgrader,,,true,3,,7,,17,MeleeSharpSwing,,,,
,,RightSwing,,,true,5,,7,,17,MeleeSharpSwing,,,,
,,Melee01,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee02,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee03,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee04,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee05,,true,true,11,,13,,25,MeleeSharpSwing,,,,
,,ChainSaw_AttackA,,true,true,0,12,13,,25,,,,,
,,ChainSaw_AttackB,,true,true,0,14,15,,25,,,,,
,,SpearA,,true,true,9,,13,,25,MeleeSharpSwing,,,,
,,SpearB,,true,true,3,,18,,25,MeleeSharpSwing,,,,
,,SpearC,,true,true,2,,12,,25,MeleeSharpSwing,,,,
,,ShootPistol1,,true,true,5,6,7,,20,,,,,
,,ShootPistol2,,true,true,4,6,8,,20,,,,,
,,ShootPistol3,,true,true,5,7,8,,20,,,,,
,,ShootPistol4,,true,true,3,7,8,,20,,,,,
,,ShootRifle1,,true,true,3,11,12,,22,,,,,
,,ShootRifle2,,true,true,7,10,12,,22,,,,,
,,ShootMinigun,,true,true,0,17,18,,30,,,,,
,,GetUp,,,,,,0,,19,,,,,
,,Twirler,,true,true,10,,11,,23,,,,,
,,Die1,,,,,,10,,11,,,,,
,,Die2,,,,,,15,,15,,,,,
,,Die3,,,,,,20,,20,,,,,
,,Die4,,,,,,23,,24,,,,,
,,Die5,,,,,,22,,23,,,,,
,,Megastrike1,,true,true,18,,23,,39,,,,,
,,Megastrike2,,true,true,18,,23,,39,,,,,
,,Megastrike3,,true,true,15,,23,,39,,,,,
,,Deception,,true,true,13,,18,,32,,,,,
,,Slammer,,true,true,16,,19,,39,Skill_Slammer_Start,,,,
,,LaunchRocket,,true,,0,,17,,32,,,,,
,,FlameThrower,,true,true,0,,8,,65,,,,,
,,Shoot_SonicGun,,true,true,10,13,16,,30,,,,,
,,Die_RunBurning,,,,0,,8,17,54,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,IdleSelection,Idle,,,,,,,,,,,,
,,AutoAttackUnarmed,JawBlow,,,,,,,,,,,,
,,,FatalStraight,,,,,,,,,,,,
,,,Downgrader,,,,,,,,,,,,
,,,RightSwing,,,,,,,,,,,,
,,AutoAttackHits,Melee01,,,,,,,,,,,,
,,,Melee02,,,,,,,,,,,,
,,,Melee03,,,,,,,,,,,,
,,,Melee04,,,,,,,,,,,,
,,,Melee05,,,,,,,,,,,,
,,AutoAttackPistol,ShootPistol1,,,,,,,,,,,,
,,,ShootPistol2,,,,,,,,,,,,
,,,ShootPistol3,,,,,,,,,,,,
,,,ShootPistol4,,,,,,,,,,,,
,,AutoAttackRifle,ShootRifle1,,,,,,,,,,,,
,,,ShootRifle2,,,,,,,,,,,,
,,AutoAttackMiniGun,ShootMinigun,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
,,MegaStrike,Megastrike1,,,,,,,,,,,,
,,,Megastrike2,,,,,,,,,,,,
,,,Megastrike3,,,,,,,,,,,,
,,Taunt,Taunt1,,,,,,,,,,,,
,,,Taunt2,,,,,,,,,,,,
,,Throw,Throw,,,,,,,,,,,,
,,,ThrowSide,,,,,,,,,,,,
,,AutoAttackSpear,SpearA,,,,,,,,,,,,
,,,SpearB,,,,,,,,,,,,
,,,SpearC,,,,,,,,,,,,
,,WalkSpear,Walk 1-handed weapon,,,,,,,,,,,,
,,RunSpear,Run 1-handed weapon,,,,,,,,,,,,
,,AutoAttackChainSaw,ChainSaw_AttackA,,,,,,,,,,,,
,,,ChainSaw_AttackB,,,,,,,,,,,,
,,Cheer,Cheer1,,,,,,,,,,,,
,,,Cheer2,,,,,,,,,,,,
NPC_Gorilla
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_gorilla.SUP,graphics/shadow.swf,Shadow,-45,-90,105,115,,Animal,20,,VoMutantDeath,,,VoMutantAttack
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle01,,,,,,,,60,,,,,
,,Idle02,,,,,,,,60,,,,,
,,Taunt,true,,,,,21,,50,,,,,
,,Walk,,,,,,14,30,30,,,,,
,,Run,,,,,,1,,18,,,,,
,,Attack01,,,,,,16,,25,,,,,
,,Attack02,,,,,,14,,25,,,,,
,,SpecialBackhand,,,,,,21,,40,,,,,
,,SpecialPowerdrill,,,,,,22,,40,,,,,
,,Die01,,,,,,16,,16,,,,,
,,GetUp,,,,,,18,,20,,,,,
,,Die02,,,,,,30,,35,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Idle01,,,,,,,,,,,,
,,,Idle02,,,,,,,,,,,,
,,Stunned,Idle01,,,,,,,,,,,,
,,AutoAttackUnarmed,Attack01,,,,,,,,,,,,
,,,Attack02,,,,,,,,,,,,
,,AutoAttackHits,Attack01,,,,,,,,,,,,
,,,Attack02,,,,,,,,,,,,
,,PushBack,Die01,,,,,,,,,,,,
,,Die,Die01,,,,,,,,,,,,
,,,Die02,,,,,,,,,,,,
Zombie
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_zombie.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,60,,,,,
,,Attack01,,,,,15,20,,30,,,,,
,,Attack02,,,,,9,22,,30,,,,,
,,Walk,,,,,,11,25,60,,,,,
,,Eatbody,,,,,,,,160,,,,,
,,Die1,,,,,,20,,25,,,,,
,,Die2,,,,,,27,,28,,,,,
,,Die3,,,,,,18,,25,,,,,
,,Die4,,,,,,20,,21,,,,,
,,Die5,,,,,,11,,11,,,,,
,,GetUp,,,,,,19,,19,,,,,
,,Knockdoor,,,,,,,,110,,,,,
,,Run,,,,,,17,26,36,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,PushBack,Die5,,,,,,,,,,,,
,,AutoAttackUnarmed,Attack01,,,,,,,,,,,,
,,,Attack02,,,,,,,,,,,,
Zombieknocker
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_zombie.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle1,,,,,,,,60,,,,,
,,Attack01,,,,,15,20,,30,,,,,
,,Attack02,,,,,9,22,,30,,,,,
,,Walk,,,,,,11,25,60,,,,,
,,Eatbody,,,,,,,,160,,,,,
