Name,EquipmentClass,RequiredLevel,Rarity,Enhancement,Tier,ClothClass,Texture,FemaleTexture,Model,Mesh,FemaleModel,FemaleMesh,ModelTexture,FemaleModelTexture,LootDisabled,PostToSocialNetworks,Icon
Superfine Helmet,Helmet,28,Rare,of Brightness,,Large,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_police_skin_m.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_police_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet_police.png,graphics/3d/hats/textures/hat_constructionhelmet_police.png,TRUE,TRUE,
Singular Headgear,Headgear,29,Rare,of Health,,Large,,,graphics/3d/hats/hats.SUP,headset,graphics/3d/hats/female_hats.SUP,headset,graphics/3d/hats/textures/headset.png,graphics/3d/hats/textures/headset.png,TRUE,TRUE,
Security Captain's Formal Cap,Police Cap,30,Epic,of the Judgment,,Large,,,graphics/3d/hats/hats.SUP,hat_policecap,graphics/3d/hats/female_hats.SUP,hat_policecap,graphics/3d/hats/textures/policecap.png,graphics/3d/hats/textures/policecap.png,TRUE,TRUE,
Security Captain's Formal Hat,Police Cap,30,Epic,of 6th Sense,,Small,,,graphics/3d/hats/hats.SUP,hat_policecap,graphics/3d/hats/female_hats.SUP,hat_policecap,graphics/3d/hats/textures/policecap.png,graphics/3d/hats/textures/policecap.png,TRUE,TRUE,
1 Botmask Helmet,Helmet,20,Rare,,,Small,,,graphics/3d/hats/hats.SUP,helmet_botmask,graphics/3d/hats/female_hats.SUP,helmet_botmask,graphics/3d/hats/textures/helmet_botmask.png,graphics/3d/hats/textures/helmet_botmask.png,TRUE,TRUE,
1 Cyborg Helmet,Helmet,20,Rare,,,Small,,,graphics/3d/hats/hats.SUP,helmet_cyborg,graphics/3d/hats/female_hats.SUP,helmet_cyborg,graphics/3d/hats/textures/helmet_cyborg.png,graphics/3d/hats/textures/helmet_cyborg.png,TRUE,TRUE,
1 Droid Helmet,Helmet,20,Rare,,,Small,,,graphics/3d/hats/hats.SUP,helmet_droid,graphics/3d/hats/female_hats.SUP,helmet_droid,graphics/3d/hats/textures/helmet_droid.png,graphics/3d/hats/textures/helmet_droid.png,TRUE,TRUE,
1 Gasbooster Helmet,Helmet,20,Rare,,,Small,,,graphics/3d/hats/hats.SUP,helmet_gasmask,graphics/3d/hats/female_hats.SUP,helmet_gasmask,graphics/3d/hats/textures/helmet_gasmask.png,graphics/3d/hats/textures/helmet_gasmask.png,TRUE,TRUE,
1 Grandvisor Helmet,Helmet,20,Rare,,,Small,,,graphics/3d/hats/hats.SUP,helmet_grandvisor,graphics/3d/hats/female_hats.SUP,helmet_grandvisor,graphics/3d/hats/textures/helmet_grandvisor.png,graphics/3d/hats/textures/helmet_grandvisor.png,TRUE,TRUE,
1 Multieye Helmet,Helmet,20,Rare,,,Small,,,graphics/3d/hats/hats.SUP,helmet_multieye,graphics/3d/hats/female_hats.SUP,helmet_multieye,graphics/3d/hats/textures/helmet_multieye.png,graphics/3d/hats/textures/helmet_multieye.png,TRUE,TRUE,
1 Pilot Helmet,Helmet,20,Rare,,,Small,,,graphics/3d/hats/hats.SUP,helmet_pilot,graphics/3d/hats/female_hats.SUP,helmet_pilot,graphics/3d/hats/textures/helmet_pilot.png,graphics/3d/hats/textures/helmet_pilot.png,TRUE,TRUE,
1 Predator Helmet,Helmet,20,Rare,,,Small,,,graphics/3d/hats/hats.SUP,helmet_predator,graphics/3d/hats/female_hats.SUP,helmet_predator,graphics/3d/hats/textures/helmet_predator.png,graphics/3d/hats/textures/helmet_predator.png,TRUE,TRUE,
1 Spy Helmet,Helmet,20,Rare,,,Small,,,graphics/3d/hats/hats.SUP,helmet_spy,graphics/3d/hats/female_hats.SUP,helmet_spy,graphics/3d/hats/textures/helmet_spy.png,graphics/3d/hats/textures/helmet_spy.png,TRUE,TRUE,
1 Winged Helmet,Helmet,20,Rare,,,Small,,,graphics/3d/hats/hats.SUP,helmet_wings,graphics/3d/hats/female_hats.SUP,helmet_wings,graphics/3d/hats/textures/helmet_wings.png,graphics/3d/hats/textures/helmet_wings.png,TRUE,TRUE,
Bodybreaker's Helmet,Helmet,30,Epic,of the Judgment,,Large,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_police_skin_m.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_police_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet_police.png,graphics/3d/hats/textures/hat_constructionhelmet_police.png,TRUE,TRUE,
Manhunter's Mask,Mask,30,Epic,of the Ambusher,,Small,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,TRUE,TRUE,
Surgeon's Hat,Nurse Hat,30,Epic,of the Crymaker,,Small,,,graphics/3d/hats/hats.SUP,hat_nurse,graphics/3d/hats/female_hats.SUP,hat_nurse,graphics/3d/hats/textures/nursehat.png,graphics/3d/hats/textures/nursehat.png,TRUE,TRUE,
Refugee's Cap,Cap,2,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a.png,graphics/3d/hats/textures/hat_cap_a.png,TRUE,,
Refugee's Reggae Hat,Reggae Hat,2,Common,,,Large,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,,16
Refugee's Ivy Cap,Ivy Cap,2,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_street_a_skin.png,graphics/3d/hats/on_skin_textures/hat_street_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_a,graphics/3d/hats/female_hats.SUP,hat_street_a,graphics/3d/hats/textures/hat_street_a.png,graphics/3d/hats/textures/hat_street_a.png,TRUE,,
Confiscated Police Cap,Police Cap,8,Uncommon,,,Large,,,graphics/3d/hats/hats.SUP,hat_policecap,graphics/3d/hats/female_hats.SUP,hat_policecap,graphics/3d/hats/textures/policecap.png,graphics/3d/hats/textures/policecap.png,TRUE,,
Confiscated Nurse Hat,Nurse Hat,8,Uncommon,,,Small,,,graphics/3d/hats/hats.SUP,hat_nurse,graphics/3d/hats/female_hats.SUP,hat_nurse,graphics/3d/hats/textures/nursehat.png,graphics/3d/hats/textures/nursehat.png,TRUE,,
Confiscated Brimmed Hat,Brimmed Hat,8,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Salty Cowboy Hat,Cowboy Hat,15,Uncommon,,,Large,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,,
Salty Sombrero,Sombrero,15,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_sombrero_skin.png,graphics/3d/hats/on_skin_textures/hat_sombrero_skin_f.png,graphics/3d/hats/hats.SUP,hat_sombrero,graphics/3d/hats/female_hats.SUP,hat_sombrero,graphics/3d/hats/textures/hat_sombrero.png,graphics/3d/hats/textures/hat_sombrero.png,TRUE,,
Salty Fedora Hat,Fedora Hat,15,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_gangster_skin.png,graphics/3d/hats/on_skin_textures/hat_gangster_skin_f.png,graphics/3d/hats/hats.SUP,hat_gangster,graphics/3d/hats/female_hats.SUP,hat_gangster,graphics/3d/hats/textures/hat_gangster.png,graphics/3d/hats/textures/hat_gangster.png,TRUE,,
Cityfighter's Helmet,Helmet,20,Uncommon,,,Large,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_m.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet_army.png,graphics/3d/hats/textures/hat_constructionhelmet_army.png,TRUE,,
Cityfighter's Hat,Hat,20,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_jazz_skin.png,graphics/3d/hats/on_skin_textures/hat_jazz_skin_f.png,graphics/3d/hats/hats.SUP,hat_jazz,graphics/3d/hats/female_hats.SUP,hat_jazz,graphics/3d/hats/textures/hat_jazz.png,graphics/3d/hats/textures/hat_jazz.png,TRUE,,
Cityfighter's Cap,Cap,20,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_c_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_c,graphics/3d/hats/female_hats.SUP,hat_cap_c,graphics/3d/hats/textures/hat_cap_c.png,graphics/3d/hats/textures/hat_cap_c.png,TRUE,,
Rebel's Ivy Cap,Ivy Cap,30,Uncommon,,,Large,graphics/3d/hats/on_skin_textures/hat_street_a_skin.png,graphics/3d/hats/on_skin_textures/hat_street_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_a,graphics/3d/hats/female_hats.SUP,hat_street_a,graphics/3d/hats/textures/hat_street_a.png,graphics/3d/hats/textures/hat_street_a.png,TRUE,,
Rebel's Fedora Hat,Fedora Hat,30,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_gangster_skin.png,graphics/3d/hats/on_skin_textures/hat_gangster_skin_f.png,graphics/3d/hats/hats.SUP,hat_gangster,graphics/3d/hats/female_hats.SUP,hat_gangster,graphics/3d/hats/textures/hat_gangster.png,graphics/3d/hats/textures/hat_gangster.png,TRUE,,
Rebel's Felt Hat,Felt Hat,30,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin.png,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_brimmed_a,graphics/3d/hats/female_hats.SUP,hat_brimmed_a,graphics/3d/hats/textures/hat_brimmed_a.png,graphics/3d/hats/textures/hat_brimmed_a.png,TRUE,,
Botmask Helmet L,Helmet,20,Rare,,,Large,,,graphics/3d/hats/hats.SUP,helmet_botmask,graphics/3d/hats/female_hats.SUP,helmet_botmask,graphics/3d/hats/textures/helmet_botmask.png,graphics/3d/hats/textures/helmet_botmask.png,TRUE,TRUE,
Cyborg Helmet L,Helmet,20,Rare,,,Large,,,graphics/3d/hats/hats.SUP,helmet_cyborg,graphics/3d/hats/female_hats.SUP,helmet_cyborg,graphics/3d/hats/textures/helmet_cyborg.png,graphics/3d/hats/textures/helmet_cyborg.png,TRUE,TRUE,
Droid Helmet L,Helmet,20,Rare,,,Large,,,graphics/3d/hats/hats.SUP,helmet_droid,graphics/3d/hats/female_hats.SUP,helmet_droid,graphics/3d/hats/textures/helmet_droid.png,graphics/3d/hats/textures/helmet_droid.png,TRUE,TRUE,
Gasbooster Helmet L,Helmet,20,Rare,,,Large,,,graphics/3d/hats/hats.SUP,helmet_gasmask,graphics/3d/hats/female_hats.SUP,helmet_gasmask,graphics/3d/hats/textures/helmet_gasmask.png,graphics/3d/hats/textures/helmet_gasmask.png,TRUE,TRUE,
Grandvisor Helmet L,Helmet,20,Rare,,,Large,,,graphics/3d/hats/hats.SUP,helmet_grandvisor,graphics/3d/hats/female_hats.SUP,helmet_grandvisor,graphics/3d/hats/textures/helmet_grandvisor.png,graphics/3d/hats/textures/helmet_grandvisor.png,TRUE,TRUE,
Multieye Helmet L,Helmet,20,Rare,,,Large,,,graphics/3d/hats/hats.SUP,helmet_multieye,graphics/3d/hats/female_hats.SUP,helmet_multieye,graphics/3d/hats/textures/helmet_multieye.png,graphics/3d/hats/textures/helmet_multieye.png,TRUE,TRUE,
Pilot Helmet L,Helmet,20,Rare,,,Large,,,graphics/3d/hats/hats.SUP,helmet_pilot,graphics/3d/hats/female_hats.SUP,helmet_pilot,graphics/3d/hats/textures/helmet_pilot.png,graphics/3d/hats/textures/helmet_pilot.png,TRUE,TRUE,
Predator Helmet L,Helmet,20,Rare,,,Large,,,graphics/3d/hats/hats.SUP,helmet_predator,graphics/3d/hats/female_hats.SUP,helmet_predator,graphics/3d/hats/textures/helmet_predator.png,graphics/3d/hats/textures/helmet_predator.png,TRUE,TRUE,
Spy Helmet L,Helmet,20,Rare,,,Large,,,graphics/3d/hats/hats.SUP,helmet_spy,graphics/3d/hats/female_hats.SUP,helmet_spy,graphics/3d/hats/textures/helmet_spy.png,graphics/3d/hats/textures/helmet_spy.png,TRUE,TRUE,
Winged Helmet L,Helmet,20,Rare,,,Large,,,graphics/3d/hats/hats.SUP,helmet_wings,graphics/3d/hats/female_hats.SUP,helmet_wings,graphics/3d/hats/textures/helmet_wings.png,graphics/3d/hats/textures/helmet_wings.png,TRUE,TRUE,
Riot Helmet,Helmet,30,Epic,of Health,,Large,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_m.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet_police.png,graphics/3d/hats/textures/hat_constructionhelmet_police.png,TRUE,TRUE,
Riot Headgear,Helmet,30,Epic,of Health,,Small,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_m.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet_police.png,graphics/3d/hats/textures/hat_constructionhelmet_police.png,TRUE,TRUE,
Synthetic Android Headgear,Helmet,30,Epic,of the Judgment,,Large,,,graphics/3d/hats/hats.SUP,headset,graphics/3d/hats/female_hats.SUP,headset,graphics/3d/hats/textures/headset.png,graphics/3d/hats/textures/headset.png,TRUE,TRUE,
Organic Android Headgear,Helmet,30,Epic,of the Judgment,,Small,,,graphics/3d/hats/hats.SUP,headset,graphics/3d/hats/female_hats.SUP,headset,graphics/3d/hats/textures/headset.png,graphics/3d/hats/textures/headset.png,TRUE,TRUE,
